start	end	volume	startpage	author	date	letter
11454152	11454636	8	224	De Haan, Huysman, Hasselaar, Blom, Durven, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen	1728-12-8	XIVa
11454638	11467580	8	225	De Haan, Huysman, Hasselaar, Blom, Durven, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen	1729-1-31	XV
11467582	11468613	8	234	De Haan, Huysman, Hasselaar, Blom, Durven, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen	1729-2-25	XVI
11468615	11478012	8	235	De Haan, Huysman, Hasselaar, Blom, Durven, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen	1729-3-29	XVII
11478014	11489485	9	1	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1729-7-18	I
11489487	11495171	9	7	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1729-9-30	II
11495173	11497949	9	12	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1729-9-30	III
11497951	11498317	9	14	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1729-11-7	IV
11498319	11621583	9	15	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1729-11-30	V
11621585	11621865	9	70	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	None-None-None	VI
11621867	11671583	9	71	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1730-1-31	VII
11671585	11672824	9	96	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1730-2-27	VIII
11672826	11711374	9	97	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt	1730-3-23	IX
11711376	11742708	9	112	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt, Valckenier, Van Cloon, Hendrix	1730-10-17	X
11742710	11743860	9	130	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt, Valckenier, Van Cloon, Hendrix	1730-10-17	XI
11743862	11925383	9	131	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Oostwalt, Valckenier, Van Cloon, Hendrix	1730-11-30	XII
11925385	11954935	9	207	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Oostwalt, Valckenier, Van Cloon, Hendrix	1731-2-2	XIII
11954937	11959000	9	227	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen, Valckenier, Van Cloon, Hendrix	1731-3-31	XIV
11959002	11997172	9	233	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Bayen, Valckenier, Van Cloon, Pielat, Schaghen	1731-10-12	XV
11997174	12052295	9	256	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Van Cloon, Pielat, Schaghen	1731-12-28	XVI
12052297	12120474	9	294	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Van Cloon, Pielat, Schaghen	1732-2-14	XVII
12120476	12124296	9	325	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Van Cloon, Pielat, Schaghen	1732-2-14	XVIII
12124298	12158143	9	327	Durven, Hasselaar, Blom, Van der Schuer, Westpalm, Van Baerle, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Van Cloon, Pielat, Schaghen, Van der Maas	1732-3-25	XIX
12158145	12191472	9	344	Van Cloon, Blom, Van der Schuer, Westpalm, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Schaghen, Patras, Thedens	1732-10-25	I
12191474	12310842	9	365	Van Cloon, Blom, Van der Schuer, Westpalm, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Schaghen, Patras, Thedens, Coyett	1732-12-8	II
12310844	12311134	9	424	Van Cloon, Blom, Van der Schuer, Westpalm, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Schaghen, Patras, Thedens, Coyett	1732-12-8	III
12311136	12314736	9	425	Van Cloon, Blom, Van der Schuer, Westpalm, De Witte, Van Schooten, Van Bayen, Oostwalt, Valckenier, Schaghen, Patras, Thedens, Coyett	1732-12-8	IV
